date,day,month,year,tas,tasmin,pr,complete,empty
2021-04-07,7,Apr,2021,9.8,0,0,TRUE,FALSE
2021-04-08,8,Apr,2021,10.7,-1.8,0,TRUE,FALSE
2021-04-09,9,Apr,2021,9.4,2,0,TRUE,FALSE
2021-04-10,10,Apr,2021,12.9,1.2,0,TRUE,FALSE
2021-04-11,11,Apr,2021,12.5,5.8,2.2,TRUE,FALSE
2021-04-12,12,Apr,2021,7.5,5.4,4.4,TRUE,FALSE
2021-04-13,13,Apr,2021,8.4,4.1,0.6,TRUE,FALSE
2021-04-14,14,Apr,2021,9.6,3,2.1,TRUE,FALSE
2021-04-15,15,Apr,2021,3.1,-0.5,8.4,TRUE,FALSE
2021-04-16,16,Apr,2021,5.8,3.6,1.3,TRUE,FALSE
2021-04-17,17,Apr,2021,4.7,-0.9,0,TRUE,FALSE
2021-04-18,18,Apr,2021,5,-2.7,1.3,TRUE,FALSE
2021-04-19,19,Apr,2021,5.6,-4.1,6.1,TRUE,FALSE
2021-04-20,20,Apr,2021,-0.8,-3.4,0,TRUE,FALSE
2021-04-21,21,Apr,2021,-2.6,-6.3,0.1,TRUE,FALSE
2021-04-22,22,Apr,2021,-0.7,-5.7,0,TRUE,FALSE
2021-04-23,23,Apr,2021,6.7,-1.8,0,TRUE,FALSE
2021-04-24,24,Apr,2021,9.1,0.6,0,TRUE,FALSE
2021-04-25,25,Apr,2021,2.6,-2.7,1.4,TRUE,FALSE
2021-04-26,26,Apr,2021,1.7,-5.3,0,TRUE,FALSE
2021-04-27,27,Apr,2021,8.6,1.4,1.6,TRUE,FALSE
2021-04-28,28,Apr,2021,6,3.7,13.9,TRUE,FALSE
2021-04-29,29,Apr,2021,10.6,5.4,4.8,TRUE,FALSE
2021-04-30,30,Apr,2021,3.1,-2.5,7.7,TRUE,FALSE
2021-05-01,1,May,2021,2.3,-5,1.5,TRUE,FALSE
2021-05-02,2,May,2021,7.7,-1,0,TRUE,FALSE
2021-05-03,3,May,2021,4.9,2.9,6.1,TRUE,FALSE
2021-05-04,4,May,2021,5.5,3.9,2.4,TRUE,FALSE
2021-05-05,5,May,2021,4.8,0.7,0.1,TRUE,FALSE
2021-05-06,6,May,2021,4,-3.4,0,TRUE,FALSE
2021-05-07,7,May,2021,4.7,-3.6,0,TRUE,FALSE
2021-05-08,8,May,2021,5.1,-2.6,0,TRUE,FALSE
2021-05-09,9,May,2021,5.9,-1.6,0,TRUE,FALSE
2021-05-10,10,May,2021,NA,NA,NA,FALSE,TRUE
2021-05-11,11,May,2021,NA,NA,NA,FALSE,TRUE
2021-05-12,12,May,2021,NA,NA,NA,FALSE,TRUE
2021-05-13,13,May,2021,NA,NA,NA,FALSE,TRUE
2021-05-14,14,May,2021,NA,NA,NA,FALSE,TRUE
2021-05-15,15,May,2021,10.5,0,0,TRUE,FALSE
2021-05-16,16,May,2021,11.1,-0.2,0,TRUE,FALSE
2021-05-17,17,May,2021,12,0.5,0,TRUE,FALSE
2021-05-18,18,May,2021,16.6,6.2,0,TRUE,FALSE
2021-05-19,19,May,2021,17.1,5.8,0,TRUE,FALSE
2021-05-20,20,May,2021,20.5,12.6,0.1,TRUE,FALSE
2021-05-21,21,May,2021,21.9,13.4,0,TRUE,FALSE
2021-05-22,22,May,2021,18.1,14.4,0.3,TRUE,FALSE
2021-05-23,23,May,2021,9.7,1.3,0.1,TRUE,FALSE
2021-05-24,24,May,2021,10.8,-0.9,0,TRUE,FALSE
2021-05-25,25,May,2021,18.6,8.3,0.3,TRUE,FALSE
2021-05-26,26,May,2021,15.2,9.2,0.9,TRUE,FALSE
2021-05-27,27,May,2021,5.8,-0.5,0,TRUE,FALSE
2021-05-28,28,May,2021,4,-2.7,0,TRUE,FALSE
2021-05-29,29,May,2021,6.6,-3.7,0,TRUE,FALSE
2021-05-30,30,May,2021,8.3,-3,0,TRUE,FALSE
2021-05-31,31,May,2021,10.8,-0.9,0,TRUE,FALSE
2022-03-01,1,Mar,2022,-9.5,-13.9,2.6,TRUE,FALSE
2022-03-02,2,Mar,2022,-9.6,-15.4,2,TRUE,FALSE
2022-03-03,3,Mar,2022,-19.1,-27.9,0,TRUE,FALSE
2022-03-04,4,Mar,2022,-15.3,-29.1,0,TRUE,FALSE
2022-03-05,5,Mar,2022,-10.4,-20.6,0.4,TRUE,FALSE
2022-03-06,6,Mar,2022,3.2,-3.3,3.6,TRUE,FALSE
2022-03-07,7,Mar,2022,-3.6,-7,15,TRUE,FALSE
2022-03-08,8,Mar,2022,-8,-15.1,1.2,TRUE,FALSE
2022-03-09,9,Mar,2022,-8.1,-17.3,0,TRUE,FALSE
2022-03-10,10,Mar,2022,-7,-13.1,0,TRUE,FALSE
2022-03-11,11,Mar,2022,-6,-9.5,1.7,TRUE,FALSE
2022-03-12,12,Mar,2022,-9.9,-14.3,0,TRUE,FALSE
2022-03-13,13,Mar,2022,-11.2,-18.1,0.1,TRUE,FALSE
2022-03-14,14,Mar,2022,-4.5,-12.4,0.9,TRUE,FALSE
2022-03-15,15,Mar,2022,-1.6,-7.8,0,TRUE,FALSE
2022-03-16,16,Mar,2022,2.5,-3.5,0,TRUE,FALSE
2022-03-17,17,Mar,2022,6.5,-3.4,0,TRUE,FALSE
2022-03-18,18,Mar,2022,2,-3.9,0.4,TRUE,FALSE
2022-03-19,19,Mar,2022,2.2,0.8,6.4,TRUE,FALSE
2022-03-20,20,Mar,2022,2.1,-3.5,0.6,TRUE,FALSE
2022-03-21,21,Mar,2022,-0.2,-6.4,0,TRUE,FALSE
2022-03-22,22,Mar,2022,-1.7,-9.2,0,TRUE,FALSE
2022-03-23,23,Mar,2022,-0.9,-4,6.6,TRUE,FALSE
2022-03-24,24,Mar,2022,3.3,0.2,3.5,TRUE,FALSE
2022-03-25,25,Mar,2022,1.4,-0.1,1.2,TRUE,FALSE
2022-03-26,26,Mar,2022,0.6,-4.8,1.7,TRUE,FALSE
2022-03-27,27,Mar,2022,-9.3,-13.9,0.7,TRUE,FALSE
2022-03-28,28,Mar,2022,-12.9,-18.3,0,TRUE,FALSE
2022-03-29,29,Mar,2022,-11.6,-22.1,0,TRUE,FALSE
2022-03-30,30,Mar,2022,-7.9,-16.1,5.4,TRUE,FALSE
2022-03-31,31,Mar,2022,6.5,-1.9,4,TRUE,FALSE
2022-04-01,1,Apr,2022,-2.1,-4.1,1.3,TRUE,FALSE
2022-04-02,2,Apr,2022,-1.7,-9.8,0,TRUE,FALSE
2022-04-03,3,Apr,2022,2.1,-0.6,0,TRUE,FALSE
2022-04-04,4,Apr,2022,1.4,-3.7,0,TRUE,FALSE
2022-04-05,5,Apr,2022,1.1,-6.1,0,TRUE,FALSE
2022-04-06,6,Apr,2022,6.2,-2.3,0.1,TRUE,FALSE
2022-04-07,7,Apr,2022,5.8,1.9,5.6,TRUE,FALSE
2022-04-08,8,Apr,2022,3.6,-1.8,2.1,TRUE,FALSE
2022-04-09,9,Apr,2022,3.4,-0.9,0.1,TRUE,FALSE
2022-04-10,10,Apr,2022,-1.1,-5.5,0.4,TRUE,FALSE
2022-04-11,11,Apr,2022,2.9,-7.1,0,TRUE,FALSE
2022-04-12,12,Apr,2022,6.6,-2.4,0,TRUE,FALSE
2022-04-13,13,Apr,2022,4.3,2.2,9.3,TRUE,FALSE
2022-04-14,14,Apr,2022,4.4,-2.3,2.8,TRUE,FALSE
2022-04-15,15,Apr,2022,3.3,-3.2,0,TRUE,FALSE
2022-04-16,16,Apr,2022,-1,-3.9,0,TRUE,FALSE
2022-04-17,17,Apr,2022,0,-6.5,0,TRUE,FALSE
2022-04-18,18,Apr,2022,0.7,-8.2,4.3,TRUE,FALSE
2022-04-19,19,Apr,2022,1.3,-0.9,4.7,TRUE,FALSE
2022-04-20,20,Apr,2022,2.8,-2.6,0,TRUE,FALSE
2022-04-21,21,Apr,2022,4.5,-0.2,7.5,TRUE,FALSE
2022-04-22,22,Apr,2022,4.7,-1.8,0,TRUE,FALSE
2022-04-23,23,Apr,2022,2.4,-0.6,2,TRUE,FALSE
2022-04-24,24,Apr,2022,11.1,1,7.9,TRUE,FALSE
2022-04-25,25,Apr,2022,10.6,5.6,17.5,TRUE,FALSE
2022-04-26,26,Apr,2022,3.5,-0.2,0.5,TRUE,FALSE
2022-04-27,27,Apr,2022,-1.6,-4.2,0.1,TRUE,FALSE
2022-04-28,28,Apr,2022,1,-5.8,0,TRUE,FALSE
2022-04-29,29,Apr,2022,2.7,-7.3,0,TRUE,FALSE
2022-04-30,30,Apr,2022,4.9,-6.2,0.1,TRUE,FALSE
2022-05-01,1,May,2022,7.1,-4.6,1.5,TRUE,FALSE
2022-05-02,2,May,2022,9,5.4,1.9,TRUE,FALSE
2022-05-03,3,May,2022,8.9,5.4,2.2,TRUE,FALSE
2022-05-04,4,May,2022,6.5,-1.6,0,TRUE,FALSE
2022-05-05,5,May,2022,7.6,-3.3,0,TRUE,FALSE
2022-05-06,6,May,2022,7.5,-0.9,0,TRUE,FALSE
2022-05-07,7,May,2022,6.1,-2.8,0,TRUE,FALSE
2022-05-08,8,May,2022,7.3,-4.6,0.1,TRUE,FALSE
2022-05-09,9,May,2022,10.3,-3.2,0,TRUE,FALSE
2022-05-10,10,May,2022,13.7,1.9,0,TRUE,FALSE
2022-05-11,11,May,2022,16.4,2.3,0,TRUE,FALSE
2022-05-12,12,May,2022,18,6.2,0,TRUE,FALSE
2022-05-13,13,May,2022,18,4.9,0.1,TRUE,FALSE
2022-05-14,14,May,2022,20.2,10,34.4,TRUE,FALSE
2022-05-15,15,May,2022,NA,NA,NA,FALSE,TRUE
2022-05-16,16,May,2022,NA,NA,NA,FALSE,TRUE
2022-05-17,17,May,2022,NA,NA,NA,FALSE,TRUE
2022-05-18,18,May,2022,NA,NA,NA,FALSE,TRUE
2022-05-19,19,May,2022,NA,NA,NA,FALSE,TRUE
2022-05-20,20,May,2022,16.8,6.4,0,TRUE,FALSE
2022-05-21,21,May,2022,17.1,11.4,0,TRUE,FALSE
2022-05-22,22,May,2022,9.1,5.7,3.3,TRUE,FALSE
2022-05-23,23,May,2022,9.9,4.6,0,TRUE,FALSE
2022-05-24,24,May,2022,10.4,2.6,0,TRUE,FALSE
2022-05-25,25,May,2022,10,-0.1,2.1,TRUE,FALSE
2022-05-26,26,May,2022,16.6,10.6,25,TRUE,FALSE
2022-05-27,27,May,2022,16.3,13,26.6,TRUE,FALSE
2022-05-28,28,May,2022,14.3,7.1,0,TRUE,FALSE
2022-05-29,29,May,2022,14.2,4.8,0,TRUE,FALSE
2022-05-30,30,May,2022,19.6,10.5,0.2,TRUE,FALSE
2022-05-31,31,May,2022,21.2,12,0,TRUE,FALSE
2023-03-01,1,Mar,2023,-3.2,-9.9,0,TRUE,FALSE
2023-03-02,2,Mar,2023,-8,-16.9,1,TRUE,FALSE
2023-03-03,3,Mar,2023,-11.6,-24.5,4.2,TRUE,FALSE
2023-03-04,4,Mar,2023,-4.3,-10,4.8,TRUE,FALSE
2023-03-05,5,Mar,2023,-2.2,-9.9,0,TRUE,FALSE
2023-03-06,6,Mar,2023,-6.4,-15.8,0,TRUE,FALSE
2023-03-07,7,Mar,2023,-4.6,-8.3,0,TRUE,FALSE
2023-03-08,8,Mar,2023,-3.9,-8,0,TRUE,FALSE
2023-03-09,9,Mar,2023,-2.5,-7.7,0,TRUE,FALSE
2023-03-10,10,Mar,2023,-4.1,-7.4,0,TRUE,FALSE
2023-03-11,11,Mar,2023,-8.4,-14.3,0.1,TRUE,FALSE
2023-03-12,12,Mar,2023,-9.1,-20.3,0,TRUE,FALSE
2023-03-13,13,Mar,2023,-2.6,-6,2.3,TRUE,FALSE
2023-03-14,14,Mar,2023,-5.8,-9.1,0.1,TRUE,FALSE
2023-03-15,15,Mar,2023,-4.9,-14,0,TRUE,FALSE
2023-03-16,16,Mar,2023,3,-2.1,0,TRUE,FALSE
2023-03-17,17,Mar,2023,1,-3.1,6.4,TRUE,FALSE
2023-03-18,18,Mar,2023,-7,-11.5,4.6,TRUE,FALSE
2023-03-19,19,Mar,2023,-9.2,-15.7,0,TRUE,FALSE
2023-03-20,20,Mar,2023,-5.5,-12.4,0.1,TRUE,FALSE
2023-03-21,21,Mar,2023,-1.2,-4.1,0.3,TRUE,FALSE
2023-03-22,22,Mar,2023,-1.7,-9.2,3,TRUE,FALSE
2023-03-23,23,Mar,2023,1.5,-3.3,0.1,TRUE,FALSE
2023-03-24,24,Mar,2023,-2.1,-8,0,TRUE,FALSE
2023-03-25,25,Mar,2023,-3.3,-8.6,13.1,TRUE,FALSE
2023-03-26,26,Mar,2023,-0.3,-6.7,0.4,TRUE,FALSE
2023-03-27,27,Mar,2023,-0.4,-7.9,0,TRUE,FALSE
2023-03-28,28,Mar,2023,-0.9,-7.6,0,TRUE,FALSE
2023-03-29,29,Mar,2023,-5,-14.1,3.7,TRUE,FALSE
2023-03-30,30,Mar,2023,-9.5,-19.6,0,TRUE,FALSE
2023-03-31,31,Mar,2023,-7.4,-14.3,6.2,TRUE,FALSE
2023-04-01,1,Apr,2023,-3.6,-10,18.8,TRUE,FALSE
2023-04-02,2,Apr,2023,-7.2,-17.4,0,TRUE,FALSE
2023-04-03,3,Apr,2023,1.4,-4.9,3.8,TRUE,FALSE
2023-04-04,4,Apr,2023,-1.2,-6.6,0.1,TRUE,FALSE
2023-04-05,5,Apr,2023,-1.3,-3.4,54.9,TRUE,FALSE
2023-04-06,6,Apr,2023,3.5,-1.2,0,TRUE,FALSE
2023-04-07,7,Apr,2023,-4,-10.2,0,TRUE,FALSE
2023-04-08,8,Apr,2023,-3.9,-13.6,0,TRUE,FALSE
2023-04-09,9,Apr,2023,-0.9,-11.5,0,TRUE,FALSE
2023-04-10,10,Apr,2023,4,-7.2,0,TRUE,FALSE
2023-04-11,11,Apr,2023,9.2,1.7,0,TRUE,FALSE
2023-04-12,12,Apr,2023,9.3,-1.9,0,TRUE,FALSE
2023-04-13,13,Apr,2023,11.4,-0.9,0,TRUE,FALSE
2023-04-14,14,Apr,2023,10.8,-1.1,0,TRUE,FALSE
2023-04-15,15,Apr,2023,12.3,-1.5,0,TRUE,FALSE
2023-04-16,16,Apr,2023,13.4,-0.3,0,TRUE,FALSE
2023-04-17,17,Apr,2023,6.1,0.4,11.8,TRUE,FALSE
2023-04-18,18,Apr,2023,1.9,-1.3,0.9,TRUE,FALSE
2023-04-19,19,Apr,2023,-0.4,-3.1,0.4,TRUE,FALSE
2023-04-20,20,Apr,2023,3.5,-3.2,0.5,TRUE,FALSE
2023-04-21,21,Apr,2023,12.3,3.2,6.9,TRUE,FALSE
2023-04-22,22,Apr,2023,7.9,3.2,12.2,TRUE,FALSE
2023-04-23,23,Apr,2023,5.3,0.9,0,TRUE,FALSE
2023-04-24,24,Apr,2023,2.6,-4.1,0,TRUE,FALSE
2023-04-25,25,Apr,2023,1.2,-4.4,3.9,TRUE,FALSE
2023-04-26,26,Apr,2023,3.1,-1.4,0,TRUE,FALSE
2023-04-27,27,Apr,2023,6,-0.4,0,TRUE,FALSE
2023-04-28,28,Apr,2023,8.2,-1.3,0.3,TRUE,FALSE
2023-04-29,29,Apr,2023,7.3,6.4,14,TRUE,FALSE
2023-04-30,30,Apr,2023,8.4,6.9,17.8,TRUE,FALSE
2023-05-01,1,May,2023,4.6,2.3,13.4,TRUE,FALSE
2023-05-02,2,May,2023,6.3,3,2.7,TRUE,FALSE
2023-05-03,3,May,2023,6.8,4.4,14.1,TRUE,FALSE
2023-05-04,4,May,2023,6.1,2.5,0.4,TRUE,FALSE
2023-05-05,5,May,2023,7.2,0.1,0,TRUE,FALSE
2023-05-06,6,May,2023,9,-1.8,0,TRUE,FALSE
2023-05-07,7,May,2023,10,1.8,0.9,TRUE,FALSE
2023-05-08,8,May,2023,7.1,-1.2,0,TRUE,FALSE
2023-05-09,9,May,2023,7.2,-2.8,0,TRUE,FALSE
2023-05-10,10,May,2023,10.2,-2.1,0,TRUE,FALSE
2023-05-11,11,May,2023,14.3,2.6,0.5,TRUE,FALSE
2023-05-12,12,May,2023,15.6,5.7,0,TRUE,FALSE
2023-05-13,13,May,2023,10.1,1.6,0,TRUE,FALSE
2023-05-14,14,May,2023,8.5,-0.3,0,TRUE,FALSE
2023-05-15,15,May,2023,9.5,-2.6,0,TRUE,FALSE
2023-05-16,16,May,2023,8.9,-0.6,0.6,TRUE,FALSE
2023-05-17,17,May,2023,2.3,-3.8,0,TRUE,FALSE
2023-05-18,18,May,2023,5.1,-6.2,0,TRUE,FALSE
2023-05-19,19,May,2023,11.1,-0.8,11.2,TRUE,FALSE
2023-05-20,20,May,2023,11.7,8.7,35.2,TRUE,FALSE
2023-05-21,21,May,2023,9.2,1,0.8,TRUE,FALSE
2023-05-22,22,May,2023,8.1,-2.2,0,TRUE,FALSE
2023-05-23,23,May,2023,11.8,-0.1,0,TRUE,FALSE
2023-05-24,24,May,2023,NA,NA,NA,FALSE,TRUE
2023-05-25,25,May,2023,7.8,-0.8,0,TRUE,FALSE
2023-05-26,26,May,2023,10.1,-2.3,0,TRUE,FALSE
2023-05-27,27,May,2023,14.7,2.4,0,TRUE,FALSE
2023-05-28,28,May,2023,16,3.1,0,TRUE,FALSE
2023-05-29,29,May,2023,15.8,6.2,0,TRUE,FALSE
2023-05-30,30,May,2023,16.2,3.1,0,TRUE,FALSE
2023-05-31,31,May,2023,19.8,7.9,0,TRUE,FALSE
2024-03-01,1,Mar,2024,-3.5,-13.5,0,TRUE,FALSE
2024-03-02,2,Mar,2024,-0.5,-5.5,0,TRUE,FALSE
2024-03-03,3,Mar,2024,3.5,0.3,0,TRUE,FALSE
2024-03-04,4,Mar,2024,6.8,-1.2,0,TRUE,FALSE
2024-03-05,5,Mar,2024,6.2,-1.3,5,TRUE,FALSE
2024-03-06,6,Mar,2024,0.1,-1.3,0.9,TRUE,FALSE
2024-03-07,7,Mar,2024,0.8,-6.5,0,TRUE,FALSE
2024-03-08,8,Mar,2024,1.5,-8.3,0.1,TRUE,FALSE
2024-03-09,9,Mar,2024,2.6,0.2,8.1,TRUE,FALSE
2024-03-10,10,Mar,2024,-3.6,-7.5,0.5,TRUE,FALSE
2024-03-11,11,Mar,2024,-1.7,-7.5,0,TRUE,FALSE
2024-03-12,12,Mar,2024,2,-8.3,0,TRUE,FALSE
2024-03-13,13,Mar,2024,6.1,-2.9,0.4,TRUE,FALSE
2024-03-14,14,Mar,2024,4.5,-4.5,0.5,TRUE,FALSE
2024-03-15,15,Mar,2024,2.2,-3.7,0,TRUE,FALSE
2024-03-16,16,Mar,2024,-0.5,-6,1.6,TRUE,FALSE
2024-03-17,17,Mar,2024,-0.3,-2.6,0.3,TRUE,FALSE
2024-03-18,18,Mar,2024,-5.3,-8.6,1.3,TRUE,FALSE
2024-03-19,19,Mar,2024,-5,-9.4,2.2,TRUE,FALSE
2024-03-20,20,Mar,2024,-6.8,-11.3,1.4,TRUE,FALSE
2024-03-21,21,Mar,2024,-12.7,-19,0,TRUE,FALSE
2024-03-22,22,Mar,2024,-12.3,-20,0,TRUE,FALSE
2024-03-23,23,Mar,2024,-7.6,-17.3,0,TRUE,FALSE
2024-03-24,24,Mar,2024,-8.9,-17.2,0,TRUE,FALSE
2024-03-25,25,Mar,2024,2.3,-6.5,0,TRUE,FALSE
2024-03-26,26,Mar,2024,5.4,-1.9,5.6,TRUE,FALSE
2024-03-27,27,Mar,2024,3.6,-0.2,1.1,TRUE,FALSE
2024-03-28,28,Mar,2024,1,-5,0,TRUE,FALSE
2024-03-29,29,Mar,2024,-2.4,-7.4,0,TRUE,FALSE
2024-03-30,30,Mar,2024,0.8,-5.1,0.3,TRUE,FALSE
2024-03-31,31,Mar,2024,2.9,-2.9,0,TRUE,FALSE
2024-04-01,1,Apr,2024,1.9,-4.5,0,TRUE,FALSE
2024-04-02,2,Apr,2024,2.3,-5.6,0,TRUE,FALSE
2024-04-03,3,Apr,2024,2.3,-0.4,22.5,TRUE,FALSE
2024-04-04,4,Apr,2024,-1,-1.6,10.2,TRUE,FALSE
2024-04-05,5,Apr,2024,1,-1.8,0.8,TRUE,FALSE
2024-04-06,6,Apr,2024,4.5,-0.8,0,TRUE,FALSE
2024-04-07,7,Apr,2024,5.6,-3.9,0,TRUE,FALSE
2024-04-08,8,Apr,2024,5.6,-5,0,TRUE,FALSE
2024-04-09,9,Apr,2024,10.3,-2.5,2.4,TRUE,FALSE
2024-04-10,10,Apr,2024,7.5,-0.2,0,TRUE,FALSE
2024-04-11,11,Apr,2024,5.7,-1.5,11.7,TRUE,FALSE
2024-04-12,12,Apr,2024,8.1,1.3,14.5,TRUE,FALSE
2024-04-13,13,Apr,2024,3.8,-0.4,2.6,TRUE,FALSE
2024-04-14,14,Apr,2024,3,-1.2,3.4,TRUE,FALSE
2024-04-15,15,Apr,2024,5,-1.7,2.5,TRUE,FALSE
2024-04-16,16,Apr,2024,4.7,-3.8,0,TRUE,FALSE
2024-04-17,17,Apr,2024,3.1,-1,3.8,TRUE,FALSE
2024-04-18,18,Apr,2024,6,2.4,3.3,TRUE,FALSE
2024-04-19,19,Apr,2024,5.1,-0.4,4.9,TRUE,FALSE
2024-04-20,20,Apr,2024,3,-0.8,0,TRUE,FALSE
2024-04-21,21,Apr,2024,1.1,-4.8,1.6,TRUE,FALSE
2024-04-22,22,Apr,2024,1.6,-7.7,0,TRUE,FALSE
2024-04-23,23,Apr,2024,8.6,2.5,2.4,TRUE,FALSE
2024-04-24,24,Apr,2024,0.1,-6.3,4.2,TRUE,FALSE
2024-04-25,25,Apr,2024,0.1,-8.7,0,TRUE,FALSE
2024-04-26,26,Apr,2024,3.6,-7.3,0,TRUE,FALSE
2024-04-27,27,Apr,2024,4.9,-2.5,3.9,TRUE,FALSE
2024-04-28,28,Apr,2024,12.2,5.4,2.6,TRUE,FALSE
2024-04-29,29,Apr,2024,5.5,2.7,4.2,TRUE,FALSE
2024-04-30,30,Apr,2024,7.8,5.3,4.3,TRUE,FALSE
2024-05-01,1,May,2024,11.5,5.7,5.8,TRUE,FALSE
2024-05-02,2,May,2024,9.3,2.9,0,TRUE,FALSE
2024-05-03,3,May,2024,10.8,1.7,3.3,TRUE,FALSE
2024-05-04,4,May,2024,16.5,11,0,TRUE,FALSE
2024-05-05,5,May,2024,9.9,3.5,0.5,TRUE,FALSE
2024-05-06,6,May,2024,10.5,0.5,0,TRUE,FALSE
2024-05-07,7,May,2024,10.6,-0.8,0,TRUE,FALSE
2024-05-08,8,May,2024,8,3.5,18,TRUE,FALSE
2024-05-09,9,May,2024,6.4,-0.7,0,TRUE,FALSE
2024-05-10,10,May,2024,8.5,1.9,0,TRUE,FALSE
2024-05-11,11,May,2024,9.1,1.3,1.2,TRUE,FALSE
2024-05-12,12,May,2024,11.4,6,0,TRUE,FALSE
2024-05-13,13,May,2024,14,6.9,0,TRUE,FALSE
2024-05-14,14,May,2024,15.1,7.4,0,TRUE,FALSE
2024-05-15,15,May,2024,13,4.6,0,TRUE,FALSE
2024-05-16,16,May,2024,13.1,2.3,0,TRUE,FALSE
2024-05-17,17,May,2024,15.3,9,0,TRUE,FALSE
2024-05-18,18,May,2024,15.8,6.9,0,TRUE,FALSE
2024-05-19,19,May,2024,17.7,7.9,0,TRUE,FALSE
2024-05-20,20,May,2024,18.4,7.9,0,TRUE,FALSE
2024-05-21,21,May,2024,17.5,12.9,12.4,TRUE,FALSE
2024-05-22,22,May,2024,21.4,14,13.9,TRUE,FALSE
2024-05-23,23,May,2024,NA,NA,NA,FALSE,TRUE
2024-05-24,24,May,2024,NA,NA,NA,FALSE,TRUE
2024-05-25,25,May,2024,8.2,1.5,4.2,TRUE,FALSE
2024-05-26,26,May,2024,16.5,10.2,0,TRUE,FALSE
2024-05-27,27,May,2024,16.3,13.4,16.9,TRUE,FALSE
2024-05-28,28,May,2024,11.5,5.8,2,TRUE,FALSE
2024-05-29,29,May,2024,8.5,0.9,0,TRUE,FALSE
2024-05-30,30,May,2024,8.4,-1.3,0,TRUE,FALSE
2024-05-31,31,May,2024,11.7,-0.8,0,TRUE,FALSE
